-52.172001,12.349,1256,1
-51.290001,12.942,1256,1
-51.328999,13.243,1256,1
-52.923,12.455,1256,1
-52.620998,12.79,1256,1
-52.319,13.035,1256,1
-52.018002,13.243,1256,1
-51.716999,13.373,1256,1
-53.220001,11.756,1257,1
-52.896999,12.054,1257,1
-51.985001,12.347,1257,1
-51.160999,12.641,1257,1
-51.188999,12.942,1257,1
-51.436001,13.243,1257,1
-51.306,13.542,1257,1
-51.026001,13.84,1257,1
-53.827999,11.701,1257,1
-53.527,11.83,1257,1
-53.224998,12.173,1257,1
-52.923,12.387,1257,1
-52.620998,12.736,1257,1
-52.319,13.008,1257,1
-52.018002,13.214,1257,1
-51.716999,13.351,1257,1
-51.415001,13.711,1257,1
-51.111,14.227,1257,1
-53.359001,11.457,1258,1
-53.096001,11.755,1258,1
-52.766998,12.053,1258,1
-52.298,12.35,1258,1
-50.997002,12.64,1258,1
-51.700001,12.945,1258,1
-51.497002,13.244,1258,1
-51.252998,13.542,1258,1
-50.891998,13.839,1258,1
-50.284,14.135,1258,1
-50.363998,14.435,1258,1
-50.182999,14.734,1258,1
-53.827999,11.706,1258,1
-53.526001,11.932,1258,1
-53.223999,12.203,1258,1
-52.923,12.384,1258,1
-52.622002,12.624,1258,1
-52.319,12.965,1258,1
-52.018002,13.185,1258,1
-51.716999,13.338,1258,1
-51.415001,13.695,1258,1
-51.112,14.135,1258,1
-50.810001,14.485,1258,1
-50.507999,14.74,1258,1
-50.206001,15.015,1258,1
-53.157001,11.456,1259,1
-52.814999,11.753,1259,1
-52.576,12.052,1259,1
-52.188999,12.349,1259,1
-51.786999,12.646,1259,1
-51.536999,12.944,1259,1
-51.283001,13.242,1259,1
-51.061001,13.541,1259,1
-50.709,13.838,1259,1
-50.473,14.136,1259,1
-50.209,14.434,1259,1
-50.068001,14.733,1259,1
-49.859001,15.032,1259,1
-49.558998,15.33,1259,1
-53.526001,11.949,1259,1
-53.223999,12.197,1259,1
-52.924,12.341,1259,1
-52.622002,12.524,1259,1
-52.320999,12.788,1259,1
-52.019001,13.111,1259,1
-51.716999,13.341,1259,1
-51.415001,13.652,1259,1
-51.112999,14,1259,1
-50.811001,14.25,1259,1
-50.508999,14.513,1259,1
-50.207001,14.852,1259,1
-49.903999,15.263,1259,1
-49.602001,15.674,1259,1
-52.915001,11.454,1260,1
-52.416,11.75,1260,1
-52.112,12.048,1260,1
-51.784,12.346,1260,1
-51.591,12.644,1260,1
-51.255001,12.942,1260,1
-50.957001,13.24,1260,1
-50.73,13.538,1260,1
-50.542999,13.837,1260,1
-50.352001,14.135,1260,1
