-25.791,-17.496,773,1
-26.089001,-17.181,773,1
-26.386999,-16.855,773,1
-26.686001,-16.579,773,1
-26.983999,-16.278999,773,1
-25.985001,-17.243999,773,1
-26.370001,-16.941,773,1
-26.628,-16.639,773,1
-26.896999,-16.337,773,1
-24.596001,-18.524,774,1
-24.893999,-18.169001,774,1
-25.193001,-17.914,774,1
-25.490999,-17.686001,774,1
-25.790001,-17.374001,774,1
-26.087999,-17.072001,774,1
-26.386999,-16.797001,774,1
-26.686001,-16.502001,774,1
-26.983999,-16.209999,774,1
-27.282,-15.827,774,1
-24.822001,-18.752001,774,1
-24.955999,-18.451,774,1
-25.118999,-18.15,774,1
-25.275999,-17.849001,774,1
-25.488001,-17.547001,774,1
-25.882,-17.243999,774,1
-26.226999,-16.941999,774,1
-26.544001,-16.639999,774,1
-26.796,-16.337999,774,1
-27.103001,-16.035,774,1
-27.361,-15.733,774,1
-27.652,-15.431,774,1
-24,-19.415001,775,1
-24.297001,-18.851,775,1
-24.594999,-18.438999,775,1
-24.893999,-18.110001,775,1
-25.191999,-17.846001,775,1
-25.490999,-17.548,775,1
-25.790001,-17.32,775,1
-26.087999,-17.002001,775,1
-26.386,-16.622,775,1
-26.684,-16.209999,775,1
-26.982,-15.879,775,1
-27.281,-15.515,775,1
-27.577999,-15.099,775,1
-27.875999,-14.672,775,1
-24.316999,-19.656,775,1
-24.447001,-19.355,775,1
-24.594999,-19.054001,775,1
-24.733,-18.753,775,1
-24.849001,-18.452,775,1
-25.007,-18.150999,775,1
-25.236,-17.849001,775,1
-25.462999,-17.547001,775,1
-25.778999,-17.245001,775,1
-26.101999,-16.943001,775,1
-26.443001,-16.639999,775,1
-26.674999,-16.339001,775,1
-26.952999,-16.037001,775,1
-27.150999,-15.735,775,1
-27.436001,-15.433,775,1
-27.663,-15.131,775,1
-27.924,-14.829,775,1
-23.702,-19.849001,776,1
-23.999001,-19.177,776,1
-24.297001,-18.716999,776,1
-24.594999,-18.353001,776,1
-24.893,-18.011,776,1
-25.191999,-17.714001,776,1
-25.49,-17.424,776,1
-25.788,-17.080999,776,1
-26.086,-16.681,776,1
-26.384001,-16.253,776,1
-26.681999,-15.885,776,1
-26.981001,-15.565,776,1
-27.278999,-15.195,776,1
-27.577,-14.764,776,1
-27.875,-14.304,776,1
