65.209999,2.407,2030,1
64.908997,2.1563,2030,1
64.608002,1.9086,2030,1
64.306,1.601,2030,1
64.003998,1.2493,2030,1
65.942001,4.1541,2031,1
65.682999,3.8547,2031,1
65.492996,3.5551,2031,1
65.202003,3.2557,2031,1
64.616997,2.9569,2031,1
64.192001,2.6577,2031,1
64.014,2.3581,2031,1
63.898998,2.0583,2031,1
63.701,1.7588,2031,1
63.474998,1.4592,2031,1
66.417,3.7502,2031,1
66.115997,3.4426,2031,1
65.814003,3.1566,2031,1
65.512001,2.797,2031,1
65.210999,2.5434,2031,1
64.910004,2.3163,2031,1
64.609001,2.2177,2031,1
64.307999,1.8562,2031,1
64.004997,1.369,2031,1
65.922997,4.4542,2032,1
65.629997,4.1548,2032,1
65.383003,3.8553,2032,1
65.167999,3.5557,2032,1
64.755997,3.2566,2032,1
64.047997,2.958,2032,1
63.851002,2.6584,2032,1
63.797001,2.3586,2032,1
63.681999,2.0588,2032,1
63.578999,1.759,2032,1
63.457001,1.4592,2032,1
66.417,3.7806,2032,1
66.115997,3.4622,2032,1
65.815002,3.3077,2032,1
65.514,3.2003,2032,1
65.212997,2.9918,2032,1
64.912003,2.8304,2032,1
64.608002,2.0185,2032,1
64.305,1.234,2032,1
64.001999,0.80969,2032,1
63.702999,0.9309,2032,1
63.933998,3.2583,2033,1
63.710999,2.9587,2033,1
63.612999,2.6589,2033,1
63.558998,2.359,2033,1
63.493999,2.0592,2033,1
63.527,1.7591,2033,1
63.428001,1.4593,2033,1
66.417,3.7551,2033,1
66.114998,3.3896,2033,1
65.815002,3.2469,2033,1
65.514999,3.371,2033,1
65.216003,3.5354,2033,1
64.917,3.6831,2033,1
64.616997,3.773,2033,1
63.702,0.82885,2033,1
66.299004,4.1534,2034,1
65.803001,3.8544,2034,1
65.612999,3.5548,2034,1
63.344002,3.2595,2034,1
63.345001,2.9595,2034,1
63.484001,2.6592,2034,1
63.366001,2.3594,2034,1
63.345001,2.0595,2034,1
63.387001,1.7594,2034,1
63.327,1.4595,2034,1
66.417,3.8081,2034,1
66.115997,3.4966,2034,1
65.814003,3.2371,2034,1
65.514999,3.3151,2034,1
65.214996,3.3107,2034,1
64.916,3.6154,2034,1
64.616997,3.8112,2034,1
66.057999,4.1539,2035,1
65.156998,3.8558,2035,1
65.153,3.5558,2035,1
65.217003,3.2556,2035,1
65.036003,2.956,2035,1
63.028999,2.6601,2035,1
63.504002,2.3592,2035,1
63.411999,2.0593,2035,1
63.351002,1.7595,2035,1
63.382,1.4594,2035,1
63.207001,1.1598,2035,1
66.417,3.8169,2035,1
66.115997,3.4887,2035,1
65.814003,3.1203,2035,1
65.513,2.9579,2035,1
65.211998,2.6739,2035,1
64.910004,2.2584,2035,1
64.608002,1.8468,2035,1
64.306,1.5382,2035,1
64.008003,1.8841,2035,1
63.705002,1.4205,2035,1
65.989998,4.154,2036,1
65.575996,3.8549,2036,1
65.185997,3.5557,2036,1
65.067001,3.2559,2036,1
64.899002,2.9563,2036,1
64.605003,2.6569,2036,1
64.374001,2.3574,2036,1
64.053001,2.058,2036,1
63.587002,1.759,2036,1
63.418999,1.4593,2036,1
63.168999,1.1598,2036,1
66.417999,3.8258,2036,1
66.115997,3.4956,2036,1
65.814003,3.1085,2036,1
65.512001,2.8,2036,1
65.210999,2.5071,2036,1
64.908997,2.1789,2036,1
64.608002,1.8389,2036,1
64.306,1.5029,2036,1
64.003998,1.1492,2036,1
63.702,0.82885,2036,1
65.964996,4.1541,2037,1
65.68,3.8547,2037,1
65.393997,3.5553,2037,1
65.102997,3.2559,2037,1
64.887001,2.9563,2037,1
64.592003,2.6569,2037,1
64.334999,2.3575,2037,1
64.105003,2.0579,2037,1
63.778999,1.7586,2037,1
63.455002,1.4592,2037,1
63.139999,1.1599,2037,1
66.417999,3.8572,2037,1
66.115997,3.5093,2037,1
65.814003,3.1988,2037,1
65.513,2.8539,2037,1
65.210999,2.5944,2037,1
64.908997,2.2152,2037,1
